id,query,ground_truth_short,ground_truth_full,relevant_id,difficulty,answer_type,,,,,,,,,,
767,برزل پاس تاریخی طور پر کن شہروں کو ملانے والے راستے کا حصہ تھا؟,"گلگت، اسکردو، سرینگر","برزل پاس تاریخی طور پر دیوسائی سطح مرتفع کے ذریعے گلگت، اسکردو اور سرینگر کو ملانے والے قدیم راستے کا حصہ تھا۔",196,medium,list-recall,,,,,,,,,,
768,کالا پانی وادی کی قدرتی خصوصیات کیا ہیں؟,"سرسبز میدان، شفاف چشمے، بلند پہاڑ","کالا پانی وادی میں سرسبز گھاس کے میدان، شفاف چشمے اور بلند پہاڑ قدرتی منظرنامہ تشکیل دیتے ہیں۔",197,medium,list-recall,,,,,,,,,,
769,گرمیوں میں برزل پاس کی چوٹی پر کیا منظر دیکھنے کو ملتا ہے؟,الپائن گھاس سے ڈھکی ہوتی ہے,گرمیوں میں برزل پاس کی چوٹی الپائن گھاس سے ڈھک جاتی ہے۔,196,easy,factual,,,,,,,,,,
770,"استور میں قدرتی مناظر سے لطف اندوز ہونے کے لیے کن دو وادیوں کا رخ کیا جا سکتا ہے، اور ہر ایک کی ایک نمایاں خصوصیت کیا ہے؟",رامہ ویلی اور کالا پانی وادی,"رامہ ویلی اپنے گھنے جنگلات اور رامہ جھیل کے لیے مشہور ہے جبکہ کالا پانی وادی سرسبز میدانوں، شفاف چشموں اور پرسکون قدرتی ماحول کی وجہ سے نمایاں ہے۔","192,197",hard,multi-source,,,,,,,,,,
771,"استور کے دو نمایاں پہاڑی درے کون سے ہیں، اور ہر ایک کی ایک نمایاں خصوصیت کیا ہے؟","مزینو پاس، برزل پاس","مزینو پاس ایک بلند ٹریکنگ راستہ ہے جو وادی روپل کو دیامر سے ملاتا ہے، جبکہ برزل پاس تاریخی طور پر گلگت، اسکردو اور سرینگر کو ملانے والے قدیم راستوں میں شمار ہوتا تھا۔","195,196",hard,multi-source,,,,,,,,,,
772,ہنزہ اور استور میں واقع دو قدرتی مقامات کون سے ہیں اور ہر ایک کس وجہ سے مشہور ہے؟,"عطاء آباد جھیل، رامہ جھیل",عطاء آباد جھیل اپنے نیلے پانی اور کشتی رانی کے لیے مشہور ہے جبکہ رامہ جھیل رامہ ویلی کی اہم قدرتی کششوں میں شمار ہوتی ہے۔,"121,192",hard,multi-source,,,,,,,,,,
773,کالا پانی وادی کا ماحول پرسکون کیوں سمجھا جاتا ہے؟,دور افتادہ محل وقوع,نسبتاً دور افتادہ محل وقوع ہونے کی وجہ سے کالا پانی وادی کا ماحول پرسکون سمجھا جاتا ہے۔,197,easy,factual,,,,,,,,,,
774,کالا پانی وادی کہاں واقع ہے؟,"ضلع استور، گلگت بلتستان","کالا پانی وادی ضلع استور، گلگت بلتستان میں واقع ہے۔",197,easy,factual,,,,,,,,,,
775,کالا پانی وادی کن سیاحوں کے لیے موزوں مقام ہے؟,ٹریکنگ اور فطرت سے دلچسپی رکھنے والے سیاح,کالا پانی وادی ٹریکنگ اور فطرت سے دلچسپی رکھنے والے سیاحوں کے لیے موزوں مقام ہے۔,197,medium,list-recall,,,,,,,,,,
776,درلے وادی کی نمایاں قدرتی خصوصیات کیا ہیں؟,"شفاف چشمے، بہتے دریا، بلند پہاڑی مناظر","درلے وادی میں شفاف چشمے، بہتے ہوئے دریا اور بلند پہاڑی مناظر پائے جاتے ہیں۔",198,medium,list-recall,,,,,,,,,,
777,اگر کوئی سیاح استور میں سرسبز وادی اور خوبصورت جھیل دونوں دیکھنا چاہے تو اسے کہاں جانا چاہیے؟,"کالا پانی وادی، درلے وادی","کالا پانی وادی سرسبز میدانوں، شفاف چشموں اور پرسکون ماحول کے لیے جانی جاتی ہے، جبکہ درلے وادی شفاف چشموں، بہتے ہوئے دریاؤں اور درلے جھیل کی وجہ سے نمایاں ہے۔","197,198",hard,multi-source,,,,,,,,,,
778,درلے وادی کہاں واقع ہے؟,"ضلع استور، گلگت بلتستان","درلے وادی ضلع استور، گلگت بلتستان میں واقع ہے۔",198,easy,factual,,,,,,,,,,
779,درلے وادی استور شہر سے کتنی دور ہے؟,تقریباً دو گھنٹے کی مسافت,درلے وادی استور شہر سے تقریباً دو گھنٹے کی مسافت پر واقع ہے۔,198,easy,factual,,,,,,,,,,
780,درلے جھیل کی دو نمایاں خصوصیات کیا ہیں؟,"صاف نیلا پانی، بل کھاتی ہوئی شکل","درلے جھیل صاف نیلے پانی اور اپنی لمبی، بل کھاتی ہوئی شکل کی وجہ سے پہچانی جاتی ہے۔",198,medium,list-recall,,,,,,,,,,
781,اللہ والی جھیل کا نام کس قدرتی منظر سے منسوب کیا جاتا ہے؟,"دریا کے بل کھاتے راستے کی ""اللہ"" سے مشابہ شکل","جھیل کا نام اس قدرتی منظر سے منسوب کیا جاتا ہے جہاں دریا کا بل کھاتا ہوا راستہ اور سبز میدان بلند مقام سے دیکھنے پر عربی لفظ ""اللہ"" سے مشابہ دکھائی دیتے ہیں۔",199,medium,list-recall,,,,,,,,,,
782,اللہ والی جھیل کہاں واقع ہے؟,"وادی پریشنگ، گوٹم سر کے قریب","اللہ والی جھیل وادی پریشنگ کے آخری حصے میں، گوٹم سر کے قریب واقع ہے۔",199,easy,factual,,,,,,,,,,
783,اللہ والی جھیل کے اطراف کون سی قدرتی خصوصیات پائی جاتی ہیں؟,"سرسبز میدان، بلند پہاڑ",جھیل کے اطراف سرسبز میدان اور بلند پہاڑ موجود ہیں جو قدرتی مناظر اور تفریح کے لیے موزوں ماحول فراہم کرتے ہیں۔,199,medium,list-recall,,,,,,,,,,
784,اللہ والی جھیل استور شہر سے کتنی دور ہے؟,تقریباً 45 منٹ کی مسافت,اللہ والی جھیل استور شہر سے تقریباً 45 منٹ کی مسافت پر واقع ہے۔,199,easy,factual,,,,,,,,,,
785,دومیل رینبو جھیل کہاں واقع ہے؟,"منی مرگ، وادی استور",دومیل رینبو جھیل وادی استور کے علاقے منی مرگ میں واقع ہے۔,201,easy,factual,,,,,,,,,,
786,"استور میں کون سی دو جھیلیں موسم کی وجہ سے مختلف سیاحتی تجربہ فراہم کر سکتی ہیں، اور کیوں؟","اللہ والی جھیل، دومیل رینبو جھیل","اللہ والی جھیل بلند مقام سے نظر آنے والے منفرد قدرتی منظر کے لیے مشہور ہے، جبکہ دومیل رینبو جھیل پر دھند یا بارش کی صورت میں جھیل کی واضح منظر کشی ممکن نہیں ہوتی۔","199,200",hard,multi-source,,,,,,,,,,
787,"استور میں ٹریکنگ کے شوقین افراد کے لیے دو کون سے مقامات موزوں ہیں، اور ہر ایک کی ایک نمایاں خصوصیت کیا ہے؟","مزینو پاس، دومیل رینبو جھیل",مزینو پاس ایک نیم تکنیکی بلند پہاڑی ٹریک ہے جبکہ دومیل رینبو جھیل ٹریکنگ کے ذریعے قابلِ رسائی ہے اور الپائن میدانوں کے لیے جانی جاتی ہے۔,"195,200",hard,multi-source,,,,,,,,,,
788,استور میں فطرت سے لطف اندوز ہونے کے لیے کون سی دو وادیاں موزوں ہیں اور ان کی ایک ایک نمایاں قدرتی خصوصیت کیا ہے؟,"کالا پانی وادی، درلے وادی","کالا پانی وادی سرسبز میدانوں، شفاف چشموں اور پرسکون ماحول کے لیے جانی جاتی ہے، جبکہ درلے وادی درلے جھیل، بہتے دریاؤں اور بلند پہاڑی مناظر کی وجہ سے نمایاں ہے۔","197,198",hard,multi-source,,,,,,,,,,
789,استور کی کون سی دو جھیلیں مختلف قدرتی خصوصیات کی وجہ سے مشہور ہیں؟,"درلے جھیل، دومیل رینبو جھیل","درلے جھیل اپنی صاف نیلی پانی اور بل کھاتی ہوئی شکل کے لیے مشہور ہے، جبکہ دومیل رینبو جھیل الپائن میدانوں اور موسمی جنگلی پھولوں سے گھرے قدرتی ماحول کی وجہ سے معروف ہے۔","198,200",hard,multi-source,,,,,,,,,,
790,استور کے دو ایسے سیاحتی مقامات بتائیں جہاں قدرتی مناظر کے ساتھ مخصوص جغرافیائی خصوصیات بھی پائی جاتی ہیں۔,"برزل پاس، مزینو پاس",برزل پاس کی مغربی ڈھلوانوں سے دریائے استور کا آغاز ہوتا ہے جبکہ مزینو پاس وادی روپل کو دیامر سے ملانے والا بلند پہاڑی درہ ہے۔,"195,196",hard,multi-source,,,,,,,,,,
791,اسلام آباد سے رامہ جھیل جانے والے سیاح کو استور پہنچنے کے بعد آگے کس ذریعے سے جانا ہوتا ہے؟,جیپ کے ذریعے رامہ میڈوز,"اسلام آباد سے استور پہنچنے کے بعد سیاح عموماً جیپ کے ذریعے رامہ میڈوز جاتا ہے، جہاں سے رامہ جھیل تک رسائی حاصل ہوتی ہے۔","193,201",hard,multi-source,,,,,,,,,,
792,"استور میں کون سی دو جھیلیں ٹریکنگ یا قدرتی سیاحت کے لیے موزوں ہیں، اور ہر ایک کی ایک نمایاں خصوصیت کیا ہے؟","رامہ جھیل، دومیل رینبو جھیل","رامہ جھیل الپائن چراگاہوں اور صنوبر و دیودار کے جنگلات سے گھری ہوئی ہے، جبکہ دومیل رینبو جھیل ٹریکنگ کے ذریعے قابلِ رسائی ہے اور اس کے اطراف الپائن میدان اور جنگلی پھول پائے جاتے ہیں۔","200,201",hard,multi-source,,,,,,,,,,
793,استور کی کون سی دو قدرتی جھیلیں مختلف رسائی کے طریقوں کی وجہ سے نمایاں ہیں؟,"رامہ جھیل، دومیل رینبو جھیل","رامہ جھیل تک پہنچنے کے لیے استور سے جیپ کے ذریعے رامہ میڈوز جایا جاتا ہے، جبکہ دومیل رینبو جھیل تک ٹریکنگ کے ذریعے پہنچا جاتا ہے۔","200,201",hard,multi-source,,,,,,,,,,
794,استور میں واقع دو ایسے مقامات کون سے ہیں جو نانگا پربت اور دریائے استور سے متعلق جغرافیائی اہمیت رکھتے ہیں؟,"رامہ جھیل، برزل پاس","رامہ جھیل نانگا پربت کے دامن کے قریب واقع ہے، جبکہ برزل پاس کی مغربی ڈھلوانوں سے دریائے استور کا آغاز ہوتا ہے۔","201,196",hard,multi-source,,,,,,,,,,
795,دومیل رینبو جھیل تک کیسے پہنچا جا سکتا ہے؟,ٹریکنگ کے ذریعے,دومیل رینبو جھیل تک ٹریکنگ کے ذریعے پہنچا جا سکتا ہے۔,201,easy,factual,,,,,,,,,,
796,کن موسمی حالات میں دومیل رینبو جھیل کی واضح منظر کشی ممکن نہیں ہوتی؟,دھند یا بارش,بعض اوقات دھند یا بارش کی وجہ سے دومیل رینبو جھیل کی واضح منظر کشی ممکن نہیں ہوتی۔,201,easy,factual,,,,,,,,,,
797,دومیل رینبو جھیل کے اطراف کون سی قدرتی خصوصیات پائی جاتی ہیں؟,"الپائن میدان، سرسبز گھاس، جنگلی پھول","جھیل کے اطراف کھلے الپائن میدان، سرسبز گھاس اور موسم کے مطابق جنگلی پھول پائے جاتے ہیں۔",200,medium,list-recall,,,,,,,,,,
798,ضلع کھرمنگ کے نمایاں سیاحتی مقامات کون سے ہیں؟,"منتھوکھا آبشار، خاموش آبشار، ڈاپا، کٹیشو، مہدی آباد","ضلع کھرمنگ کے نمایاں سیاحتی مقامات میں منتھوکھا آبشار، خاموش آبشار، ڈاپا، کٹیشو اور مہدی آباد شامل ہیں۔",202,medium,list-recall,,,,,,,,,,
799,ضلع کھرمنگ میں کون سی مقبول سیاحتی سرگرمیاں ہیں؟,"ٹریکنگ، کیمپنگ، ٹراؤٹ مچھلی کا شکار، اینگلنگ","ضلع کھرمنگ میں ٹریکنگ، کیمپنگ، ٹراؤٹ مچھلی کا شکار اور اینگلنگ مقبول سرگرمیاں ہیں۔",202,medium,list-recall,,,,,,,,,,
800,کھرمنگ اور ہنزہ دونوں کن مشترکہ پھلوں کی پیداوار کے لیے معروف ہیں؟,"سیب، خوبانی","کھرمنگ اور ہنزہ دونوں سیب اور خوبانی کی پیداوار کے لیے معروف ہیں، جبکہ ہنزہ میں اخروٹ، بادام، انگور اور مقامی سفرجل بھی پیدا ہوتے ہیں۔","120,202",hard,multi-source,,,,,,,,,,
801,قدرتی مناظر اور بیرونی سرگرمیوں کے لحاظ سے استور اور کھرمنگ میں سیاح کیا کر سکتے ہیں؟,"استور: جھیلیں و ٹریکنگ، کھرمنگ: آبشاریں، ٹریکنگ، کیمپنگ، ٹراؤٹ فشنگ","استور میں سیاح جھیلوں، قدرتی مناظر اور ٹریکنگ سے لطف اندوز ہو سکتے ہیں، جبکہ کھرمنگ میں آبشاروں کی سیر، ٹریکنگ، کیمپنگ اور ٹراؤٹ مچھلی کے شکار جیسی سرگرمیاں مقبول ہیں۔","192,202",hard,multi-source,,,,,,,,,,
802,ضلع کھرمنگ کب قائم ہوا؟,2015,ضلع کھرمنگ 2015 میں ضلع اسکردو سے الگ ہو کر قائم ہوا۔,202,easy,factual,,,,,,,,,,
803,ضلع کھرمنگ کا ضلعی صدر مقام کون سا ہے؟,تولتی,تولتی ضلع کھرمنگ کا ضلعی صدر مقام ہے۔,202,easy,factual,,,,,,,,,,
804,ضلع کھرمنگ کن پھلوں کی پیداوار کے لیے مشہور ہے؟,"سیب، خوبانی، چیری","ضلع کھرمنگ سیب، خوبانی اور چیری کی پیداوار کے لیے جانا جاتا ہے۔",202,medium,list-recall,,,,,,,,,,
805,منتھوکھا آبشار کہاں واقع ہے؟,وادی کھرمنگ,منتھوکھا آبشار وادی کھرمنگ میں واقع ہے۔,203,easy,factual,,,,,,,,,,
806,کھرمنگ کے نمایاں سیاحتی مقامات میں کون سا مقام ٹراؤٹ مچھلی کے شکار اور ٹراؤٹ فارمنگ کی سہولت بھی فراہم کرتا ہے؟,منتھوکھا آبشار,ضلع کھرمنگ کے نمایاں سیاحتی مقامات میں منتھوکھا آبشار ایسا مقام ہے جہاں قریبی ندیوں میں ٹراؤٹ مچھلی کا شکار اور ٹراؤٹ فارمنگ بھی کی جاتی ہے۔,"202,203",hard,multi-source,,,,,,,,,,
807,منتھوکھا آبشار کی بلندی تقریباً کتنی ہے؟,تقریباً 180 فٹ,منتھوکھا آبشار تقریباً 180 فٹ بلند ہے۔,203,easy,factual,,,,,,,,,,
808,منتھوکھا آبشار کے قریب کون سی سرگرمیاں کی جا سکتی ہیں؟,"ٹراؤٹ مچھلی کا شکار، ٹراؤٹ فارمنگ، پکنک","منتھوکھا آبشار کے قریب ٹراؤٹ مچھلی کا شکار، ٹراؤٹ فارمنگ اور پکنک کی جا سکتی ہے۔",203,medium,list-recall,,,,,,,,,,
809,کھرمنگ میں تاریخ سے دلچسپی رکھنے والے سیاح تولتی وادی اور اولڈنگ وادی میں کیا دیکھ سکتے ہیں؟,تولتی: قدیم تجارتی راستہ؛ اولڈنگ: تاریخی گزرگاہ اور شیخ علی برولمو کا مقبرہ۔,"تولتی وادی تاریخی طور پر اسکردو اور کارگل کے درمیان تجارتی راستے کا حصہ رہی ہے، جبکہ اولڈنگ وادی بلتستان اور لداخ کے درمیان تاریخی گزرگاہ ہونے کے ساتھ شیخ علی برولمو کے مقبرے کی وجہ سے بھی اہم ہے.","206,207",hard,multi-source,,,,,,,,,,
810,منتھوکھا آبشار کی سیر کے لیے موزوں موسم کون سا ہے؟,مئی سے ستمبر,منتھوکھا آبشار کی سیر کے لیے عموماً مئی سے ستمبر کا عرصہ زیادہ موزوں سمجھا جاتا ہے۔,203,easy,factual,,,,,,,,,,
811,خاموش آبشار کہاں واقع ہے؟,وادی کھرمنگ,"خاموش آبشار وادی کھرمنگ، گلگت بلتستان میں واقع ہے۔",204,easy,factual,,,,,,,,,,
812,خاموش آبشار کے اطراف کی قدرتی خصوصیات کیا ہیں؟,"پہاڑ، سرسبز قدرتی ماحول",خاموش آبشار پہاڑوں اور سرسبز قدرتی ماحول سے گھرا ہوا ہے۔,204,medium,list-recall,,,,,,,,,,
813,گھنڈوس جھیل کے اطراف کون سی سرگرمیاں اور ثقافتی تجربہ ممکن ہے؟,"بلتی ثقافت سے آشنائی؛ ہائیکنگ، ٹریکنگ اور کیمپنگ","گھنڈوس جھیل کے اطراف پہاڑی مناظر، سبزہ، باغات اور بلتی ثقافت سے آشنائی کے مواقع موجود ہیں، جبکہ گرمیوں کا موسم ہائیکنگ، ٹریکنگ اور کیمپنگ کے لیے موزوں سمجھا جاتا ہے۔",205,medium,list-recall,,,,,,,,,,
814,"کھرمنگ میں کون سی دو جھیلیں ٹریکنگ کے ذریعے قابلِ رسائی ہیں، اور ان میں سے کس جھیل تک پہنچنے کے لیے تقریباً تین گھنٹے کی ٹریکنگ درکار ہوتی ہے؟","گھنڈوس جھیل، دومیل رینبو جھیل؛ گھنڈوس جھیل","گھنڈوس جھیل اور دومیل رینبو جھیل دونوں ٹریکنگ کے ذریعے قابلِ رسائی ہیں، جبکہ گھنڈوس جھیل تک گھنڈوس وادی سے تقریباً تین گھنٹے کی ٹریکنگ کے بعد پہنچا جاتا ہے۔","200,205",hard,multi-source,,,,,,,,,,
815,گھنڈوس جھیل کے علاقے میں کون سی سرگرمیاں کی جا سکتی ہیں؟,"ہائیکنگ، ٹریکنگ، کیمپنگ","گرمیوں میں گھنڈوس جھیل کے علاقے میں ہائیکنگ، ٹریکنگ اور کیمپنگ کی جا سکتی ہے۔",205,medium,list-recall,,,,,,,,,,
816,گھنڈوس جھیل تقریباً کتنی بلندی پر واقع ہے؟,"تقریباً 2,800 میٹر","گھنڈوس جھیل تقریباً 2,800 میٹر کی بلندی پر واقع ہے۔",205,easy,factual,,,,,,,,,,
817,گھنڈوس جھیل تک پہنچنے میں تقریباً کتنا وقت لگتا ہے؟,تقریباً تین گھنٹے کی ٹریکنگ,گھنڈوس وادی سے گھنڈوس جھیل تک تقریباً تین گھنٹے کی ٹریکنگ کے بعد پہنچا جا سکتا ہے۔,205,easy,factual,,,,,,,,,,
818,گھنڈوس جھیل کے اطراف کون سی قدرتی اور ثقافتی خصوصیات موجود ہیں؟,"پہاڑی مناظر، سبزہ، باغات، بلتی ثقافت","گھنڈوس جھیل کے اطراف پہاڑی مناظر، سبزہ، باغات اور بلتی ثقافت سے آشنائی کے مواقع موجود ہیں۔",205,medium,list-recall,,,,,,,,,,
819,تاریخی طور پر تولتی کن دو شہروں کے درمیان تجارتی راستے کا حصہ تھا؟,"اسکردو، کارگل",تاریخی طور پر تولتی اسکردو اور کارگل کے درمیان تجارتی راستے کا حصہ تھا۔,206,medium,list-recall,,,,,,,,,,
820,"ضلع کھرمنگ کا ضلعی صدر مقام کون سا ہے، اور تاریخی طور پر یہ کس تجارتی راستے کا حصہ تھا؟",تولتی؛ اسکردو اور کارگل کے درمیان تجارتی راستہ,"ضلع کھرمنگ کا ضلعی صدر مقام تولتی ہے۔ تاریخی طور پر تولتی اسکردو اور کارگل کے درمیان تجارتی راستے کا حصہ تھا، تاہم پہلی کشمیر جنگ کے بعد یہ راستہ بند ہو گیا۔","202,206",hard,multi-source,,,,,,,,,,
821,"کھرمنگ میں کون سی وادی دریاؤں کے سنگم کے قریب واقع ہے، اور کون سی وادی لائن آف کنٹرول کے قریب واقع ہے؟",تولتی وادی؛ اولڈنگ وادی۔,"تولتی وادی دریائے سندھ کے بائیں کنارے پر واقع ہے اور دریائے سندھ اور دریائے شیوک کے سنگم سے تقریباً 35 کلومیٹر جنوب مشرق میں ہے، جبکہ اولڈنگ وادی لائن آف کنٹرول کے قریب واقع ہے۔","206,207",hard,multi-source,,,,,,,,,,
822,تولتی کس ضلع کا ضلعی صدر مقام ہے؟,ضلع کھرمنگ,تولتی ضلع کھرمنگ کا ضلعی صدر مقام ہے۔,206,easy,factual,,,,,,,,,,
823,تولتی دریائے سندھ کے کس کنارے پر واقع ہے؟,بائیں کنارے پر,تولتی دریائے سندھ کے بائیں کنارے پر واقع ہے۔,206,easy,factual,,,,,,,,,,
824,تولتی وادی کن خصوصیات کی وجہ سے جانی جاتی ہے؟,"پہاڑی مناظر، دریا، روایتی دیہات، تاریخی مقامات","تولتی وادی اپنے پہاڑی مناظر، دریاؤں، روایتی دیہات اور تاریخی مقامات کی وجہ سے جانی جاتی ہے۔",206,medium,list-recall,,,,,,,,,,
825,اولڈنگ وادی میں کون کون سے پھل کاشت کیے جاتے ہیں؟,"خوبانی، سیب، انگور، شہتوت، چیری، آڑو","اولڈنگ وادی میں خوبانی، سیب، انگور، شہتوت، چیری اور آڑو کی کاشت کی جاتی ہے۔",207,medium,list-recall,,,,,,,,,,
826,"ضلع کھرمنگ میں کون سی وادی تاریخی تجارتی راستے سے وابستہ ہے، اور یہ راستہ کن علاقوں کو ملاتا تھا؟","اولڈنگ وادی؛ بلتستان، کارگل، لداخ",اولڈنگ وادی تاریخی طور پر بلتستان اور لداخ کے درمیان کارگل کے راستے تجارتی گزرگاہ کا حصہ رہی ہے۔,"202,207",hard,multi-source,,,,,,,,,,
827,"ضلع کھرمنگ کی دو ایسی وادیاں کون سی ہیں جو تاریخی یا ثقافتی اہمیت رکھتی ہیں، اور ہر ایک کی ایک نمایاں خصوصیت کیا ہے؟","تولتی وادی، اولڈنگ وادی","تولتی وادی تاریخی تجارتی راستے کا حصہ رہی ہے، جبکہ اولڈنگ وادی میں شیخ علی برولمو کا تاریخی مقبرہ واقع ہے۔","206,207",hard,multi-source,,,,,,,,,,
828,اولڈنگ وادی تقریباً کتنی بلندی پر واقع ہے؟,"تقریباً 2,644 میٹر","اولڈنگ وادی تقریباً 2,644 میٹر (8,676 فٹ) کی بلندی پر واقع ہے۔",207,easy,factual,,,,,,,,,,
829,اولڈنگ وادی کا تاریخی مقام کون سا ہے؟,شیخ علی برولمو کا مقبرہ,شیخ علی برولمو کا مقبرہ اولڈنگ وادی کا ایک تاریخی مقام ہے۔,207,easy,factual,,,,,,,,,,
830,اولڈنگ وادی میں کون سی زبانیں بولی جاتی ہیں؟,"بلتی، پورگی، اردو، انگریزی","اولڈنگ وادی میں بلتی، پورگی، اردو اور انگریزی بولی جاتی ہیں۔",207,medium,list-recall,,,,,,,,,,
831,"ضلع کھرمنگ کی کون سی وادی پہلے پارکوٹا کے نام سے جانی جاتی تھی، اور یہ اسکردو سے تقریباً کتنے فاصلے پر واقع ہے؟",مہدی آباد وادی؛ تقریباً 62 کلومیٹر,ضلع کھرمنگ کی مہدی آباد وادی پہلے پارکوٹا کے نام سے جانی جاتی تھی اور یہ اسکردو سے تقریباً 62 کلومیٹر مشرق میں واقع ہے۔,"202,208",hard,multi-source,,,,,,,,,,
832,"اگر تاریخ میں دلچسپی ہو تو ضلع کھرمنگ کی کون سی دو وادیاں دیکھنے کے قابل ہیں، اور کیوں؟","مہدی آباد وادی، تولتی وادی","مہدی آباد وادی کا سابقہ نام پارکوٹا تھا، جبکہ تولتی تاریخی طور پر اسکردو اور کارگل کے درمیان تجارتی راستے کا حصہ تھی۔","206,208",hard,multi-source,,,,,,,,,,
833,مہدی آباد وادی میں کون کون سے علاقے شامل ہیں؟,"سرلنگ، دوقبر، مہدی آباد خاص، بیڈونگ، پندہ گاؤں","مہدی آباد وادی میں سرلنگ، دوقبر، مہدی آباد خاص، بیڈونگ اور پندہ گاؤں شامل ہیں۔",208,medium,list-recall,,,,,,,,,,
834,پری وادی کس چیز کے لیے جانی جاتی ہے؟,"معلق پل، سسپولو سیب",پری وادی اپنے معلق پل اور مقامی طور پر اگائے جانے والے سسپولو سیب کے لیے جانی جاتی ہے۔,209,medium,list-recall,,,,,,,,,,
835,ضلع کھرمنگ کی کون سی وادی اپنے معلق پل کے ساتھ مقامی سسپولو سیب کے لیے بھی جانی جاتی ہے؟,پری وادی,پری وادی ضلع کھرمنگ میں واقع ہے اور اپنے معلق پل کے ساتھ مقامی طور پر اگائے جانے والے سسپولو سیب کے لیے بھی جانی جاتی ہے۔,"202,209",hard,multi-source,,,,,,,,,,
836,"ضلع کھرمنگ کی کون سی دو وادیاں پھلوں کے حوالے سے معروف ہیں، اور ہر ایک کی نمایاں پیداوار کیا ہے؟","پری وادی، اولڈنگ وادی","پری وادی مقامی طور پر اگائے جانے والے سسپولو سیب کے لیے جانی جاتی ہے، جبکہ اولڈنگ وادی میں خوبانی، سیب، انگور، شہتوت، چیری اور آڑو کی کاشت کی جاتی ہے۔","207,209",hard,multi-source,,,,,,,,,,
837,مہدی آباد وادی کا سابقہ نام کیا تھا؟,پارکوٹا,مہدی آباد وادی کا سابقہ نام پارکوٹا تھا۔,208,easy,factual,,,,,,,,,,
838,مہدی آباد وادی اسکردو سے تقریباً کتنے فاصلے پر واقع ہے؟,تقریباً 62 کلومیٹر,مہدی آباد وادی اسکردو سے تقریباً 62 کلومیٹر مشرق میں واقع ہے۔,208,easy,factual,,,,,,,,,,
839,سسپولو سیب کا نام کس مقام سے منسوب ہے؟,"سسپولو گاؤں، کارگل",سسپولو سیب کا نام کارگل کے سسپولو گاؤں سے منسوب ہے۔,210,easy,factual,,,,,,,,,,
840,سسپولو سیب کی نمایاں خصوصیات کیا ہیں؟,"کراری ساخت، رسیلا گودا، سرخ و سبز رنگت","سسپولو سیب اپنی کراری ساخت، رسیلے گودے اور سرخ و سبز رنگت کی وجہ سے پہچانے جاتے ہیں۔",209,medium,list-recall,,,,,,,,,,
841,"ضلع کھرمنگ کی کون سی وادی سسپولو سیب کے لیے مشہور ہے، اور اس مقامی قسم کی ترویج کے لیے کون سا سالانہ پروگرام منعقد کیا جاتا ہے؟",پری وادی؛ سسپولو فیسٹیول,"پری وادی سسپولو سیب کے لیے مشہور ہے، جبکہ اس مقامی قسم کی ترویج کے لیے محکمہ زراعت گلگت بلتستان ہر سال سسپولو فیسٹیول منعقد کرتا ہے۔","209,210",hard,multi-source,,,,,,,,,,
842,پری وادی میں پیدا ہونے والے سسپولو سیب کی کیا خصوصیات ہیں؟,"روایتی کاشت، خزاں میں ہاتھ سے برداشت",پری وادی کے سسپولو سیب روایتی طریقوں سے کاشت کیے جاتے ہیں اور خزاں کے موسم میں ہاتھ سے توڑے جاتے ہیں۔,"209,210",hard,multi-source,,,,,,,,,,
843,سسپولو سیب کب توڑے جاتے ہیں؟,خزاں میں,سسپولو سیب خزاں کے موسم میں ہاتھ سے توڑے جاتے ہیں۔,210,easy,factual,,,,,,,,,,
844,"قراقرم کے مختصر سفر کے دوران کون سی تاریخی شاہراہ کے آثار دیکھے جا سکتے ہیں، اور یہ سفر عموماً کن اہم مقامات پر مشتمل ہوتا ہے؟","تاریخی شاہراہ ریشم؛ گلگت، کریم آباد، خنجراب","قراقرم کے مختصر سفر میں عموماً گلگت، کریم آباد اور خنجراب درے کا سفر شامل ہوتا ہے۔ اس سفر کے دوران وادیٔ ہنزہ میں تاریخی شاہراہ ریشم کے آثار بھی بعض مقامات پر دیکھے جا سکتے ہیں۔","126,127",hard,multi-source,,,,,,,,,,
845,"عطاء آباد جھیل کس قدرتی واقعے کے نتیجے میں بنی، اور بعد میں سفری سہولت بہتر بنانے کے لیے کیا تعمیر کیا گیا؟","لینڈ سلائیڈ، سرنگیں","عطاء آباد جھیل 2010 میں لینڈ سلائیڈ کے نتیجے میں وجود میں آئی، جبکہ بعد میں علاقے میں محفوظ اور مسلسل سڑک رسائی بحال کرنے کے لیے سرنگیں تعمیر کی گئیں۔","121,129",hard,multi-source,,,,,,,,,,
846,سسپولو سیب کی ترویج کے لیے کیا اقدام کیا جاتا ہے؟,سالانہ سسپولو فیسٹیول,مقامی سسپولو سیب کی ترویج کے لیے محکمہ زراعت گلگت بلتستان ہر سال سسپولو فیسٹیول منعقد کرتا ہے۔,210,easy,factual,,,,,,,,,,
847,سسپولو سیب کی کاشت سے متعلق کون سی نمایاں خصوصیات  ہیں؟,"روایتی کاشت، خزاں میں ہاتھ سے برداشت",سسپولو سیب روایتی طریقوں سے کاشت کیے جاتے ہیں اور خزاں کے موسم میں ہاتھ سے توڑے جاتے ہیں۔,210,medium,list-recall,,,,,,,,,,
